,period,possible_days,booking_days_lc,booking_days_all,occupancy_rate_lc,occupancy_rate_all
1331,2023-08-24,2865.0,89.0,815.0,3.11,28.45
1332,2023-08-25,2865.0,89.0,777.0,3.11,27.12
1333,2023-08-26,2865.0,44.0,658.0,1.54,22.97
1334,2023-08-27,2865.0,44.0,634.0,1.54,22.13
1335,2023-08-28,2865.0,44.0,621.0,1.54,21.68
1336,2023-08-29,2865.0,44.0,611.0,1.54,21.33
1337,2023-08-30,2865.0,44.0,606.0,1.54,21.15
1338,2023-08-31,2865.0,43.0,565.0,1.5,19.72
1339,2023-09-01,2865.0,43.0,574.0,1.5,20.03
1340,2023-09-02,2865.0,22.0,540.0,0.77,18.85
1341,2023-09-03,2865.0,20.0,527.0,0.7,18.39
1342,2023-09-04,2865.0,18.0,523.0,0.63,18.25
1343,2023-09-05,2865.0,17.0,521.0,0.59,18.18
1344,2023-09-06,2865.0,19.0,523.0,0.66,18.25
1345,2023-09-07,2865.0,20.0,531.0,0.7,18.53
1346,2023-09-08,2865.0,20.0,515.0,0.7,17.98
1347,2023-09-09,2865.0,22.0,516.0,0.77,18.01
1348,2023-09-10,2865.0,22.0,507.0,0.77,17.7
1349,2023-09-11,2865.0,21.0,496.0,0.73,17.31
1350,2023-09-12,2865.0,21.0,489.0,0.73,17.07
1351,2023-09-13,2865.0,20.0,494.0,0.7,17.24
1352,2023-09-14,2865.0,20.0,493.0,0.7,17.21
1353,2023-09-15,2865.0,21.0,477.0,0.73,16.65
1354,2023-09-16,2865.0,16.0,487.0,0.56,17.0
1355,2023-09-17,2865.0,14.0,475.0,0.49,16.58
1356,2023-09-18,2865.0,13.0,466.0,0.45,16.27
1357,2023-09-19,2865.0,13.0,469.0,0.45,16.37
1358,2023-09-20,2865.0,12.0,473.0,0.42,16.51
1359,2023-09-21,2865.0,11.0,481.0,0.38,16.79
1360,2023-09-22,2865.0,9.0,458.0,0.31,15.99
1361,2023-09-23,2865.0,8.0,454.0,0.28,15.85
1362,2023-09-24,2865.0,6.0,439.0,0.21,15.32
1363,2023-09-25,2865.0,5.0,423.0,0.17,14.76
1364,2023-09-26,2865.0,6.0,418.0,0.21,14.59
1365,2023-09-27,2865.0,6.0,421.0,0.21,14.69
1366,2023-09-28,2865.0,6.0,426.0,0.21,14.87
1367,2023-09-29,2865.0,6.0,426.0,0.21,14.87
1368,2023-09-30,2865.0,7.0,443.0,0.24,15.46
1369,2023-10-01,2865.0,6.0,450.0,0.21,15.71
1370,2023-10-02,2865.0,4.0,446.0,0.14,15.57
1371,2023-10-03,2865.0,4.0,437.0,0.14,15.25
1372,2023-10-04,2865.0,4.0,439.0,0.14,15.32
1373,2023-10-05,2865.0,4.0,444.0,0.14,15.5
1374,2023-10-06,2865.0,4.0,433.0,0.14,15.11
1375,2023-10-07,2865.0,3.0,425.0,0.1,14.83
1376,2023-10-08,2865.0,3.0,417.0,0.1,14.55
1377,2023-10-09,2865.0,5.0,419.0,0.17,14.62
1378,2023-10-10,2865.0,5.0,412.0,0.17,14.38
1379,2023-10-11,2865.0,5.0,415.0,0.17,14.49
1380,2023-10-12,2865.0,5.0,420.0,0.17,14.66
1381,2023-10-13,2865.0,6.0,398.0,0.21,13.89
1382,2023-10-14,2865.0,8.0,405.0,0.28,14.14
1383,2023-10-15,2865.0,7.0,402.0,0.24,14.03
1384,2023-10-16,2865.0,6.0,399.0,0.21,13.93
1385,2023-10-17,2865.0,5.0,397.0,0.17,13.86
1386,2023-10-18,2865.0,4.0,400.0,0.14,13.96
1387,2023-10-19,2865.0,5.0,397.0,0.17,13.86
1388,2023-10-20,2865.0,5.0,393.0,0.17,13.72
1389,2023-10-21,2865.0,3.0,402.0,0.1,14.03
1390,2023-10-22,2865.0,3.0,400.0,0.1,13.96
1391,2023-10-23,2865.0,4.0,399.0,0.14,13.93
1392,2023-10-24,2865.0,4.0,400.0,0.14,13.96
1393,2023-10-25,2865.0,4.0,398.0,0.14,13.89
1394,2023-10-26,2865.0,4.0,400.0,0.14,13.96
1395,2023-10-27,2865.0,3.0,384.0,0.1,13.4
1396,2023-10-28,2865.0,4.0,415.0,0.14,14.49
1397,2023-10-29,2865.0,3.0,413.0,0.1,14.42
1398,2023-10-30,2865.0,2.0,414.0,0.07,14.45
1399,2023-10-31,2865.0,1.0,421.0,0.03,14.69
1400,2023-11-01,2865.0,1.0,450.0,0.03,15.71
1401,2023-11-02,2865.0,1.0,448.0,0.03,15.64
1402,2023-11-03,2865.0,1.0,439.0,0.03,15.32
1403,2023-11-04,2865.0,0.0,445.0,0.0,15.53
1404,2023-11-05,2865.0,0.0,450.0,0.0,15.71
1405,2023-11-06,2865.0,0.0,454.0,0.0,15.85
1406,2023-11-07,2865.0,0.0,455.0,0.0,15.88
1407,2023-11-08,2865.0,0.0,456.0,0.0,15.92
1408,2023-11-09,2865.0,0.0,458.0,0.0,15.99
1409,2023-11-10,2865.0,0.0,457.0,0.0,15.95
1410,2023-11-11,2865.0,0.0,460.0,0.0,16.06
1411,2023-11-12,2865.0,0.0,462.0,0.0,16.13
1412,2023-11-13,2865.0,0.0,459.0,0.0,16.02
1413,2023-11-14,2865.0,0.0,461.0,0.0,16.09
1414,2023-11-15,2865.0,0.0,458.0,0.0,15.99
1415,2023-11-16,2865.0,0.0,464.0,0.0,16.2
1416,2023-11-17,2865.0,0.0,465.0,0.0,16.23
1417,2023-11-18,2865.0,0.0,481.0,0.0,16.79
1418,2023-11-19,2865.0,0.0,488.0,0.0,17.03
1419,2023-11-20,2865.0,0.0,488.0,0.0,17.03
1420,2023-11-21,2865.0,0.0,493.0,0.0,17.21
1421,2023-11-22,2865.0,0.0,496.0,0.0,17.31
1422,2023-11-23,2865.0,0.0,497.0,0.0,17.35
1423,2023-11-24,2865.0,0.0,481.0,0.0,16.79
1424,2023-11-25,2865.0,0.0,465.0,0.0,16.23
1425,2023-11-26,2865.0,0.0,458.0,0.0,15.99
1426,2023-11-27,2865.0,0.0,455.0,0.0,15.88
1427,2023-11-28,2865.0,0.0,455.0,0.0,15.88
1428,2023-11-29,2865.0,0.0,456.0,0.0,15.92
1429,2023-11-30,2865.0,0.0,452.0,0.0,15.78
1430,2023-12-01,2865.0,0.0,463.0,0.0,16.16
1431,2023-12-02,2865.0,0.0,462.0,0.0,16.13
1432,2023-12-03,2865.0,0.0,461.0,0.0,16.09
1433,2023-12-04,2865.0,0.0,463.0,0.0,16.16
1434,2023-12-05,2865.0,0.0,463.0,0.0,16.16
1435,2023-12-06,2865.0,0.0,463.0,0.0,16.16
1436,2023-12-07,2865.0,0.0,461.0,0.0,16.09
1437,2023-12-08,2865.0,0.0,457.0,0.0,15.95
1438,2023-12-09,2865.0,0.0,457.0,0.0,15.95
1439,2023-12-10,2865.0,0.0,454.0,0.0,15.85
1440,2023-12-11,2865.0,0.0,453.0,0.0,15.81
1441,2023-12-12,2865.0,0.0,455.0,0.0,15.88
1442,2023-12-13,2865.0,0.0,460.0,0.0,16.06
1443,2023-12-14,2865.0,0.0,458.0,0.0,15.99
1444,2023-12-15,2865.0,0.0,454.0,0.0,15.85
1445,2023-12-16,2865.0,0.0,465.0,0.0,16.23
1446,2023-12-17,2865.0,0.0,470.0,0.0,16.4
1447,2023-12-18,2865.0,0.0,480.0,0.0,16.75
1448,2023-12-19,2865.0,0.0,482.0,0.0,16.82
1449,2023-12-20,2865.0,0.0,482.0,0.0,16.82
1450,2023-12-21,2865.0,0.0,485.0,0.0,16.93
1451,2023-12-22,2865.0,0.0,490.0,0.0,17.1
1452,2023-12-23,2865.0,5.0,516.0,0.17,18.01
1453,2023-12-24,2865.0,5.0,523.0,0.17,18.25
1454,2023-12-25,2865.0,6.0,523.0,0.21,18.25
1455,2023-12-26,2865.0,6.0,535.0,0.21,18.67
1456,2023-12-27,2865.0,7.0,536.0,0.24,18.71
1457,2023-12-28,2865.0,7.0,537.0,0.24,18.74
1458,2023-12-29,2865.0,8.0,534.0,0.28,18.64
1459,2023-12-30,2865.0,4.0,468.0,0.14,16.34
1460,2023-12-31,2865.0,4.0,221.0,0.14,7.71
